task_id,task_type,zone,volume_m3,estimated_buckets,weather,operator_id,operator_skill,machine_id,machine_age,estimated_time_min,actual_time_min,start_time
T938,trenching,zone_d,94.5,63,cloudy,OP1010,intermediate,EXC008,6.2,32.4,45.2,2026-06-20 16:21:19.357530
T939,trenching,zone_a,86.9,58,clear,OP1002,intermediate,EXC001,5.5,29.0,41.2,2026-06-21 07:00:00.000000
T940,loading,zone_a,51.1,35,clear,OP1019,expert,EXC001,5.5,17.5,48.6,2026-06-21 07:52:55.510422
T941,excavation,zone_a,145.4,97,cloudy,OP1020,intermediate,EXC001,5.5,50.0,62.1,2026-06-21 08:47:40.341679
T942,grading,zone_a,147.1,99,rain,OP1016,novice,EXC001,5.5,57.2,79.6,2026-06-21 10:03:19.759474
T943,grading,zone_a,131.3,88,rain,OP1002,intermediate,EXC001,5.5,51.4,68.9,2026-06-21 11:27:59.913845
T944,trenching,zone_b,75.7,51,clear,OP1016,novice,EXC002,7.7,25.5,58.8,2026-06-21 07:00:00.000000
T945,trenching,zone_b,87.9,59,cloudy,OP1014,expert,EXC002,7.7,30.4,63.3,2026-06-21 08:07:05.674720
T946,loading,zone_b,72.7,49,clear,OP1015,intermediate,EXC002,7.7,24.5,70.4,2026-06-21 09:20:28.369695
T947,hauling,zone_b,68.2,46,rain,OP1011,intermediate,EXC002,7.7,27.0,80.4,2026-06-21 10:36:15.402588
T948,excavation,zone_c,131.4,88,clear,OP1015,intermediate,EXC003,7.2,44.0,51.8,2026-06-21 07:00:00.000000
T949,grading,zone_c,132.4,89,cloudy,OP1004,intermediate,EXC003,7.2,45.8,62.1,2026-06-21 08:00:25.218588
T950,loading,zone_c,62.2,42,clear,OP1016,novice,EXC003,7.2,21.0,69.4,2026-06-21 09:13:20.079214
T951,grading,zone_c,73.1,49,rain,OP1008,expert,EXC003,7.2,28.8,38.5,2026-06-21 10:33:15.573811
T952,hauling,zone_c,68.0,46,rain,OP1018,novice,EXC003,7.2,26.9,80.2,2026-06-21 11:23:58.684092
T953,excavation,zone_c,185.1,124,cloudy,OP1017,intermediate,EXC003,7.2,64.5,79.9,2026-06-21 12:53:22.750776
T954,loading,zone_c,82.4,55,cloudy,OP1011,intermediate,EXC003,7.2,28.3,64.6,2026-06-21 14:20:53.267212
T955,hauling,zone_c,59.3,40,storm,OP1009,novice,EXC003,7.2,26.9,65.8,2026-06-21 15:33:05.041261
T956,excavation,zone_d,173.8,116,clear,OP1015,intermediate,EXC004,8.0,58.0,72.8,2026-06-21 07:00:00.000000
T957,loading,zone_d,58.8,40,cloudy,OP1002,intermediate,EXC004,8.0,20.6,52.3,2026-06-21 08:27:33.331054
T958,excavation,zone_d,136.8,92,clear,OP1011,intermediate,EXC004,8.0,46.0,54.6,2026-06-21 09:34:43.209938
T959,hauling,zone_d,43.7,30,rain,OP1010,intermediate,EXC004,8.0,17.7,38.4,2026-06-21 10:36:11.283699
T960,excavation,zone_d,152.1,102,rain,OP1007,expert,EXC004,8.0,59.3,66.3,2026-06-21 11:22:49.381057
T961,loading,zone_d,87.0,58,cloudy,OP1017,intermediate,EXC004,8.0,30.2,85.1,2026-06-21 12:36:54.328494
T962,trenching,zone_d,74.6,50,cloudy,OP1007,expert,EXC004,8.0,25.8,33.8,2026-06-21 14:07:42.228071
T963,loading,zone_d,105.9,71,cloudy,OP1011,intermediate,EXC004,8.0,36.6,67.1,2026-06-21 14:48:31.979617
T964,trenching,zone_a,90.6,61,clear,OP1015,intermediate,EXC005,1.5,30.5,40.5,2026-06-21 07:00:00.000000
T965,loading,zone_a,40.9,28,clear,OP1015,intermediate,EXC005,1.5,14.0,53.1,2026-06-21 07:50:33.431967
T966,loading,zone_a,69.1,47,cloudy,OP1013,intermediate,EXC005,1.5,24.2,72.6,2026-06-21 08:51:07.335000
T967,grading,zone_a,67.6,46,rain,OP1013,intermediate,EXC005,1.5,27.2,37.1,2026-06-21 10:17:02.352700
T968,grading,zone_a,129.1,87,rain,OP1007,expert,EXC005,1.5,50.6,49.4,2026-06-21 11:06:30.047693
T969,grading,zone_a,132.3,89,cloudy,OP1018,novice,EXC005,1.5,46.2,76.8,2026-06-21 12:03:28.459328
T970,hauling,zone_a,83.4,56,cloudy,OP1018,novice,EXC005,1.5,28.8,70.0,2026-06-21 13:31:19.572910
T971,grading,zone_a,121.6,82,cloudy,OP1014,expert,EXC005,1.5,42.2,54.6,2026-06-21 14:54:20.717994
T972,trenching,zone_b,66.0,44,clear,OP1008,expert,EXC006,5.3,22.0,29.3,2026-06-21 07:00:00.000000
T973,grading,zone_b,121.4,81,clear,OP1013,intermediate,EXC006,5.3,40.5,62.1,2026-06-21 07:36:42.069037
T974,loading,zone_b,118.4,79,cloudy,OP1007,expert,EXC006,5.3,40.7,83.1,2026-06-21 08:53:02.113829
T975,excavation,zone_b,85.9,58,rain,OP1011,intermediate,EXC006,5.3,34.1,45.0,2026-06-21 10:29:14.447795
T976,hauling,zone_b,58.4,39,rain,OP1002,intermediate,EXC006,5.3,22.8,50.8,2026-06-21 11:26:44.978907
T977,trenching,zone_b,118.1,79,cloudy,OP1020,intermediate,EXC006,5.3,41.0,52.3,2026-06-21 12:24:58.001752
T978,loading,zone_c,90.6,61,clear,OP1020,intermediate,EXC007,1.0,30.5,78.8,2026-06-21 07:00:00.000000
T979,trenching,zone_c,73.9,50,cloudy,OP1003,expert,EXC007,1.0,25.8,29.1,2026-06-21 08:30:12.781693
T980,hauling,zone_c,81.3,55,clear,OP1013,intermediate,EXC007,1.0,27.5,77.1,2026-06-21 09:12:05.637394
T981,loading,zone_c,53.4,36,rain,OP1009,novice,EXC007,1.0,21.1,57.4,2026-06-21 10:40:18.999233
T982,trenching,zone_c,55.9,38,rain,OP1017,intermediate,EXC007,1.0,22.4,35.3,2026-06-21 11:49:55.292008
T983,trenching,zone_d,114.5,77,clear,OP1018,novice,EXC008,6.2,38.5,60.6,2026-06-21 07:00:00.000000
T984,grading,zone_d,67.9,46,cloudy,OP1010,intermediate,EXC008,6.2,23.7,32.6,2026-06-21 08:08:01.703175
T985,hauling,zone_d,86.7,58,cloudy,OP1009,novice,EXC008,6.2,29.9,85.7,2026-06-21 08:54:31.120817
T986,hauling,zone_d,68.9,46,rain,OP1010,intermediate,EXC008,6.2,27.1,78.0,2026-06-21 10:32:17.122298
T987,loading,zone_d,57.5,39,cloudy,OP1011,intermediate,EXC008,6.2,20.3,60.0,2026-06-21 12:02:31.206705
T988,hauling,zone_a,62.9,42,clear,OP1005,novice,EXC001,5.5,21.0,88.8,2026-06-22 07:00:00.000000
T989,grading,zone_a,96.5,65,clear,OP1004,intermediate,EXC001,5.5,32.5,46.9,2026-06-22 08:39:38.798687
T990,excavation,zone_a,202.6,136,clear,OP1006,expert,EXC001,5.5,68.0,72.8,2026-06-22 09:33:51.703582
T991,trenching,zone_a,96.9,65,clear,OP1016,novice,EXC001,5.5,32.5,48.2,2026-06-22 10:52:17.314567
T992,grading,zone_a,137.2,92,clear,OP1006,expert,EXC001,5.5,46.0,54.7,2026-06-22 11:48:34.865006
T993,excavation,zone_a,170.2,114,clear,OP1015,intermediate,EXC001,5.5,57.0,66.7,2026-06-22 12:56:43.220959
T994,grading,zone_a,74.2,50,clear,OP1001,expert,EXC001,5.5,25.1,28.2,2026-06-22 14:11:58.098803
T995,excavation,zone_a,86.1,58,clear,OP1019,expert,EXC001,5.5,29.1,42.9,2026-06-22 14:49:03.310202
T996,trenching,zone_b,97.0,65,clear,OP1003,expert,EXC002,7.7,32.5,52.5,2026-06-22 07:00:00.000000
T997,excavation,zone_b,200.6,134,clear,OP1008,expert,EXC002,7.7,67.0,109.4,2026-06-22 07:58:42.664069
T998,grading,zone_b,69.2,47,clear,OP1006,expert,EXC002,7.7,23.5,45.1,2026-06-22 09:58:39.315415
T999,grading,zone_b,127.8,86,clear,OP1005,novice,EXC002,7.7,43.0,125.0,2026-06-22 10:52:30.930016
T1000,loading,zone_b,59.5,40,clear,OP1001,expert,EXC002,7.7,20.0,76.4,2026-06-22 13:05:44.820765
T1001,grading,zone_b,119.8,80,clear,OP1011,intermediate,EXC002,7.7,40.3,83.5,2026-06-22 14:32:46.550531
T1002,loading,zone_b,96.5,65,storm,OP1007,expert,EXC002,7.7,43.1,117.7,2026-06-22 16:09:17.032418
T1003,trenching,zone_c,104.2,70,clear,OP1008,expert,EXC003,7.2,35.0,39.9,2026-06-22 07:00:00.000000
T1004,excavation,zone_c,186.8,125,clear,OP1006,expert,EXC003,7.2,62.5,68.4,2026-06-22 07:52:10.256113
T1005,excavation,zone_c,84.5,57,clear,OP1010,intermediate,EXC003,7.2,28.5,39.4,2026-06-22 09:12:42.944026
T1006,excavation,zone_c,110.1,74,clear,OP1003,expert,EXC003,7.2,37.0,42.4,2026-06-22 10:06:04.465646
T1007,grading,zone_c,144.2,97,clear,OP1019,expert,EXC003,7.2,48.5,60.4,2026-06-22 10:59:25.803249
T1008,hauling,zone_c,61.9,42,clear,OP1013,intermediate,EXC003,7.2,21.0,66.7,2026-06-22 12:09:25.413367
T1009,excavation,zone_c,177.1,119,clear,OP1007,expert,EXC003,7.2,59.5,70.6,2026-06-22 13:26:38.004949
T1010,loading,zone_c,102.4,69,clear,OP1013,intermediate,EXC003,7.2,34.7,68.2,2026-06-22 14:48:06.705205
T1011,grading,zone_d,116.0,78,clear,OP1019,expert,EXC004,8.0,39.0,52.5,2026-06-22 07:00:00.000000
T1012,hauling,zone_d,50.8,34,clear,OP1017,intermediate,EXC004,8.0,17.0,48.9,2026-06-22 08:00:51.155127
T1013,hauling,zone_d,82.4,55,clear,OP1008,expert,EXC004,8.0,27.5,67.2,2026-06-22 08:56:18.965575
T1014,trenching,zone_d,111.4,75,clear,OP1010,intermediate,EXC004,8.0,37.5,49.3,2026-06-22 10:09:01.474180
T1015,hauling,zone_a,51.8,35,clear,OP1013,intermediate,EXC005,1.5,17.5,51.3,2026-06-22 07:00:00.000000
T1016,trenching,zone_a,88.2,59,clear,OP1020,intermediate,EXC005,1.5,29.5,38.1,2026-06-22 07:59:29.224526
T1017,hauling,zone_a,62.1,42,clear,OP1020,intermediate,EXC005,1.5,21.0,56.7,2026-06-22 08:51:29.400124
T1018,trenching,zone_a,98.6,66,clear,OP1001,expert,EXC005,1.5,33.0,42.0,2026-06-22 09:54:13.631529
T1019,loading,zone_a,56.0,38,clear,OP1005,novice,EXC005,1.5,19.0,88.8,2026-06-22 10:45:39.191581
T1020,grading,zone_b,118.7,80,clear,OP1002,intermediate,EXC006,5.3,40.0,60.9,2026-06-22 07:00:00.000000
T1021,grading,zone_b,134.7,90,clear,OP1015,intermediate,EXC006,5.3,45.0,62.0,2026-06-22 08:09:38.725446
T1022,hauling,zone_b,76.9,52,clear,OP1013,intermediate,EXC006,5.3,26.0,66.7,2026-06-22 09:23:04.012843
T1023,loading,zone_b,107.7,72,clear,OP1011,intermediate,EXC006,5.3,36.0,69.1,2026-06-22 10:34:51.990538
T1024,trenching,zone_b,103.8,70,clear,OP1007,expert,EXC006,5.3,35.0,43.9,2026-06-22 11:53:45.980337
T1025,loading,zone_c,54.5,37,clear,OP1018,novice,EXC007,1.0,18.5,65.0,2026-06-22 07:00:00.000000
T1026,grading,zone_c,110.3,74,clear,OP1006,expert,EXC007,1.0,37.0,42.9,2026-06-22 08:19:13.308628
T1027,excavation,zone_c,120.6,81,clear,OP1016,novice,EXC007,1.0,40.5,58.0,2026-06-22 09:09:41.070174
T1028,loading,zone_c,77.6,52,clear,OP1008,expert,EXC007,1.0,26.0,62.1,2026-06-22 10:12:46.605547
T1029,hauling,zone_d,52.1,35,clear,OP1002,intermediate,EXC008,6.2,17.5,61.4,2026-06-22 07:00:00.000000
T1030,trenching,zone_d,82.2,55,clear,OP1018,novice,EXC008,6.2,27.5,42.7,2026-06-22 08:13:39.577653
T1031,grading,zone_d,140.0,94,clear,OP1006,expert,EXC008,6.2,47.0,58.3,2026-06-22 09:02:03.270611
T1032,loading,zone_d,98.2,66,clear,OP1001,expert,EXC008,6.2,33.0,60.6,2026-06-22 10:14:54.968169
T1033,loading,zone_a,50.4,34,storm,OP1014,expert,EXC001,5.5,22.4,45.2,2026-06-23 07:00:00.000000
T1034,excavation,zone_a,110.9,74,storm,OP1014,expert,EXC001,5.5,48.7,59.2,2026-06-23 07:59:46.895214
T1035,grading,zone_a,99.6,67,clear,OP1002,intermediate,EXC001,5.5,33.5,48.4,2026-06-23 09:10:52.787976
T1036,loading,zone_a,80.8,54,cloudy,OP1008,expert,EXC001,5.5,27.8,53.8,2026-06-23 10:13:16.823037
T1037,trenching,zone_a,85.4,57,clear,OP1016,novice,EXC001,5.5,28.5,41.5,2026-06-23 11:22:00.990918
T1038,trenching,zone_a,82.1,55,cloudy,OP1016,novice,EXC001,5.5,28.3,40.6,2026-06-23 12:15:31.594239
T1039,grading,zone_a,137.1,92,cloudy,OP1014,expert,EXC001,5.5,47.4,59.0,2026-06-23 13:02:00.284453
T1040,loading,zone_b,86.1,58,storm,OP1015,intermediate,EXC002,7.7,37.9,108.4,2026-06-23 07:00:00.000000
T1041,hauling,zone_b,46.2,31,cloudy,OP1011,intermediate,EXC002,7.7,16.0,58.4,2026-06-23 08:55:55.590752
T1042,grading,zone_b,109.5,73,cloudy,OP1004,intermediate,EXC002,7.7,37.6,84.8,2026-06-23 10:04:19.391319
T1043,grading,zone_b,123.6,83,clear,OP1008,expert,EXC002,7.7,41.5,74.2,2026-06-23 11:36:26.366052
T1044,excavation,zone_b,160.6,108,cloudy,OP1017,intermediate,EXC002,7.7,55.6,131.3,2026-06-23 13:01:30.353454
T1045,trenching,zone_c,117.6,79,storm,OP1012,expert,EXC003,7.2,52.7,60.2,2026-06-23 07:00:00.000000
T1046,excavation,zone_c,165.4,111,cloudy,OP1004,intermediate,EXC003,7.2,57.2,72.5,2026-06-23 08:11:29.422196
T1047,hauling,zone_c,44.0,30,clear,OP1007,expert,EXC003,7.2,15.0,47.1,2026-06-23 09:29:53.668301
T1048,loading,zone_c,57.3,39,cloudy,OP1020,intermediate,EXC003,7.2,20.1,43.2,2026-06-23 10:27:58.424989
T1049,excavation,zone_c,216.4,145,clear,OP1020,intermediate,EXC003,7.2,72.5,82.1,2026-06-23 11:23:34.347401
T1050,trenching,zone_c,73.7,50,cloudy,OP1014,expert,EXC003,7.2,25.8,33.4,2026-06-23 12:59:21.604269
T1051,grading,zone_c,101.1,68,cloudy,OP1008,expert,EXC003,7.2,35.0,46.1,2026-06-23 13:43:23.891554
T1052,grading,zone_d,115.3,77,storm,OP1017,intermediate,EXC004,8.0,52.2,71.4,2026-06-23 07:00:00.000000
T1053,loading,zone_d,108.1,73,cloudy,OP1010,intermediate,EXC004,8.0,37.6,80.3,2026-06-23 08:24:36.897825
T1054,grading,zone_d,142.7,96,clear,OP1004,intermediate,EXC004,8.0,48.0,70.4,2026-06-23 09:52:28.328358
T1055,excavation,zone_d,200.3,134,clear,OP1017,intermediate,EXC004,8.0,67.0,87.3,2026-06-23 11:11:42.909252
T1056,hauling,zone_d,57.9,39,cloudy,OP1009,novice,EXC004,8.0,20.1,56.8,2026-06-23 12:46:34.171687
T1057,hauling,zone_a,60.1,41,storm,OP1003,expert,EXC005,1.5,28.0,43.8,2026-06-23 07:00:00.000000
T1058,grading,zone_a,94.5,63,storm,OP1014,expert,EXC005,1.5,41.5,48.0,2026-06-23 07:49:11.066358
T1059,excavation,zone_a,109.6,74,cloudy,OP1005,novice,EXC005,1.5,38.1,67.4,2026-06-23 08:49:19.865841
T1060,grading,zone_a,123.3,83,cloudy,OP1010,intermediate,EXC005,1.5,42.7,58.2,2026-06-23 10:05:39.580721
T1061,hauling,zone_a,65.6,44,clear,OP1001,expert,EXC005,1.5,22.0,59.8,2026-06-23 11:13:44.233651
T1062,loading,zone_b,106.3,71,storm,OP1013,intermediate,EXC006,5.3,48.4,107.1,2026-06-23 07:00:00.000000
T1063,hauling,zone_b,67.6,46,clear,OP1007,expert,EXC006,5.3,23.0,45.6,2026-06-23 09:01:48.958963
T1064,trenching,zone_b,53.6,36,clear,OP1006,expert,EXC006,5.3,18.0,28.8,2026-06-23 09:58:11.804444
T1065,trenching,zone_b,99.5,67,cloudy,OP1016,novice,EXC006,5.3,34.5,52.3,2026-06-23 10:38:19.785929
T1066,loading,zone_b,42.0,28,clear,OP1005,novice,EXC006,5.3,14.0,64.4,2026-06-23 11:45:35.660998
T1067,excavation,zone_b,123.8,83,cloudy,OP1007,expert,EXC006,5.3,42.7,52.6,2026-06-23 13:04:12.984309
T1068,trenching,zone_c,120.0,80,storm,OP1019,expert,EXC007,1.0,52.7,71.9,2026-06-23 07:00:00.000000
T1069,excavation,zone_c,190.3,127,cloudy,OP1010,intermediate,EXC007,1.0,65.4,85.7,2026-06-23 08:22:36.432650
T1070,trenching,zone_c,128.9,86,clear,OP1003,expert,EXC007,1.0,43.0,45.3,2026-06-23 09:58:58.370781
T1071,grading,zone_c,98.1,66,cloudy,OP1008,expert,EXC007,1.0,34.0,39.0,2026-06-23 10:50:12.063326
T1072,grading,zone_c,141.2,95,clear,OP1020,intermediate,EXC007,1.0,47.5,60.6,2026-06-23 11:44:05.504921
T1073,excavation,zone_c,155.6,104,cloudy,OP1013,intermediate,EXC007,1.0,53.6,74.5,2026-06-23 12:54:16.031390
T1074,loading,zone_c,49.5,33,cloudy,OP1012,expert,EXC007,1.0,17.0,53.0,2026-06-23 14:18:49.131441
T1075,excavation,zone_d,217.3,145,storm,OP1016,novice,EXC008,6.2,95.1,130.9,2026-06-23 07:00:00.000000
T1076,grading,zone_d,113.3,76,clear,OP1002,intermediate,EXC008,6.2,38.0,53.4,2026-06-23 09:17:42.954142
T1077,loading,zone_d,111.4,75,cloudy,OP1008,expert,EXC008,6.2,38.6,72.8,2026-06-23 10:24:33.925736
T1078,excavation,zone_d,157.1,105,clear,OP1002,intermediate,EXC008,6.2,52.5,74.8,2026-06-23 11:50:35.086772
T1079,grading,zone_a,82.1,55,clear,OP1010,intermediate,EXC001,5.5,27.5,38.1,2026-06-24 07:00:00.000000
T1080,trenching,zone_a,114.2,77,clear,OP1009,novice,EXC001,5.5,38.5,57.2,2026-06-24 07:49:14.286483
T1081,hauling,zone_a,61.7,42,clear,OP1012,expert,EXC001,5.5,21.0,47.7,2026-06-24 08:59:21.718110
T1082,trenching,zone_a,125.7,84,clear,OP1018,novice,EXC001,5.5,42.0,68.6,2026-06-24 10:01:35.685808
T1083,loading,zone_a,101.8,68,cloudy,OP1002,intermediate,EXC001,5.5,35.0,62.2,2026-06-24 11:17:30.208460
T1084,loading,zone_a,56.4,38,clear,OP1006,expert,EXC001,5.5,19.0,35.5,2026-06-24 12:27:30.581309
T1085,loading,zone_a,57.8,39,rain,OP1012,expert,EXC001,5.5,22.8,60.6,2026-06-24 13:14:35.933536
T1086,trenching,zone_a,120.7,81,clear,OP1020,intermediate,EXC001,5.5,40.5,64.9,2026-06-24 14:20:43.191201
T1087,trenching,zone_b,62.7,42,clear,OP1012,expert,EXC002,7.7,21.0,45.0,2026-06-24 07:00:00.000000
T1088,loading,zone_b,111.3,75,clear,OP1013,intermediate,EXC002,7.7,37.5,125.9,2026-06-24 07:53:15.239370
T1089,excavation,zone_b,94.0,63,clear,OP1016,novice,EXC002,7.7,31.5,78.6,2026-06-24 10:11:28.760586
T1090,hauling,zone_b,43.8,30,cloudy,OP1004,intermediate,EXC002,7.7,15.4,65.3,2026-06-24 11:42:56.379387
T1091,trenching,zone_b,118.9,80,rain,OP1018,novice,EXC002,7.7,46.8,128.2,2026-06-24 13:01:33.141789
T1092,trenching,zone_c,70.0,47,clear,OP1015,intermediate,EXC003,7.2,23.5,37.1,2026-06-24 07:00:00.000000
T1093,grading,zone_c,115.5,77,clear,OP1006,expert,EXC003,7.2,38.5,47.0,2026-06-24 07:48:16.463439
T1094,trenching,zone_c,52.0,35,clear,OP1011,intermediate,EXC003,7.2,17.5,24.1,2026-06-24 08:41:48.399871
T1095,hauling,zone_c,83.4,56,clear,OP1004,intermediate,EXC003,7.2,28.0,70.0,2026-06-24 09:13:57.058008
T1096,grading,zone_c,140.6,94,clear,OP1016,novice,EXC003,7.2,47.0,68.7,2026-06-24 10:33:35.097416
T1097,trenching,zone_c,93.7,63,cloudy,OP1013,intermediate,EXC003,7.2,32.4,49.8,2026-06-24 11:56:49.237755
T1098,excavation,zone_d,203.1,136,clear,OP1006,expert,EXC004,8.0,68.0,79.4,2026-06-24 07:00:00.000000
T1099,trenching,zone_d,78.9,53,clear,OP1010,intermediate,EXC004,8.0,26.5,37.8,2026-06-24 08:29:41.214034
T1100,grading,zone_d,134.6,90,clear,OP1006,expert,EXC004,8.0,45.0,59.3,2026-06-24 09:15:26.310672
T1101,trenching,zone_d,98.0,66,clear,OP1010,intermediate,EXC004,8.0,33.0,46.4,2026-06-24 10:29:13.507554
T1102,excavation,zone_d,201.9,135,cloudy,OP1020,intermediate,EXC004,8.0,69.5,85.2,2026-06-24 11:22:44.879262
T1103,excavation,zone_d,124.3,83,rain,OP1015,intermediate,EXC004,8.0,47.9,64.1,2026-06-24 13:02:12.933629
T1104,hauling,zone_d,67.5,45,clear,OP1002,intermediate,EXC004,8.0,22.5,72.5,2026-06-24 14:17:41.586989
T1105,excavation,zone_d,132.8,89,storm,OP1020,intermediate,EXC004,8.0,59.7,88.8,2026-06-24 15:42:20.382699
T1106,excavation,zone_a,174.9,117,clear,OP1011,intermediate,EXC005,1.5,58.5,66.5,2026-06-24 07:00:00.000000
T1107,trenching,zone_a,54.1,37,clear,OP1009,novice,EXC005,1.5,18.5,27.5,2026-06-24 08:11:40.257925
T1108,excavation,zone_a,161.0,108,clear,OP1006,expert,EXC005,1.5,54.0,56.2,2026-06-24 08:50:03.816351
T1109,hauling,zone_a,36.0,24,clear,OP1007,expert,EXC005,1.5,12.0,55.6,2026-06-24 09:52:25.629528
T1110,loading,zone_a,67.8,46,cloudy,OP1012,expert,EXC005,1.5,23.7,61.3,2026-06-24 11:00:52.326056
T1111,hauling,zone_a,85.9,58,clear,OP1006,expert,EXC005,1.5,29.0,56.1,2026-06-24 12:11:04.265209
T1112,hauling,zone_a,38.8,26,rain,OP1020,intermediate,EXC005,1.5,15.2,57.7,2026-06-24 13:21:20.310467
T1113,grading,zone_b,81.1,55,clear,OP1013,intermediate,EXC006,5.3,27.5,50.3,2026-06-24 07:00:00.000000
T1114,hauling,zone_b,37.5,25,clear,OP1014,expert,EXC006,5.3,12.5,44.2,2026-06-24 08:05:02.952377
T1115,loading,zone_b,76.0,51,clear,OP1018,novice,EXC006,5.3,25.5,65.3,2026-06-24 08:55:06.920634
T1116,trenching,zone_b,100.2,67,clear,OP1015,intermediate,EXC006,5.3,33.5,48.3,2026-06-24 10:07:46.813565
T1117,trenching,zone_b,118.7,80,cloudy,OP1017,intermediate,EXC006,5.3,41.2,62.8,2026-06-24 11:05:48.477099
T1118,trenching,zone_b,75.4,51,clear,OP1020,intermediate,EXC006,5.3,25.5,41.9,2026-06-24 12:17:38.700251
T1119,trenching,zone_c,109.8,74,clear,OP1009,novice,EXC007,1.0,37.0,60.8,2026-06-24 07:00:00.000000
T1120,excavation,zone_c,195.4,131,clear,OP1012,expert,EXC007,1.0,65.5,80.5,2026-06-24 08:08:25.835694
T1121,loading,zone_c,69.7,47,clear,OP1001,expert,EXC007,1.0,23.5,60.1,2026-06-24 09:35:45.114367
T1122,loading,zone_c,46.3,31,clear,OP1001,expert,EXC007,1.0,15.5,44.6,2026-06-24 10:49:25.020466
T1123,grading,zone_c,108.1,73,cloudy,OP1017,intermediate,EXC007,1.0,37.6,54.2,2026-06-24 11:44:36.517997
T1124,excavation,zone_c,194.7,130,clear,OP1001,expert,EXC007,1.0,65.0,79.7,2026-06-24 12:45:09.413744
T1125,hauling,zone_d,42.6,29,clear,OP1012,expert,EXC008,6.2,14.5,55.4,2026-06-24 07:00:00.000000
T1126,grading,zone_d,88.7,60,clear,OP1017,intermediate,EXC008,6.2,30.0,42.3,2026-06-24 08:02:59.543555
T1127,trenching,zone_d,77.0,52,clear,OP1007,expert,EXC008,6.2,26.0,27.5,2026-06-24 08:50:27.662503
T1128,hauling,zone_d,31.5,21,clear,OP1020,intermediate,EXC008,6.2,10.5,36.2,2026-06-24 09:24:21.164863
T1129,loading,zone_d,61.3,41,clear,OP1013,intermediate,EXC008,6.2,20.5,43.0,2026-06-24 10:12:30.202377
T1130,excavation,zone_d,95.4,64,cloudy,OP1004,intermediate,EXC008,6.2,33.0,47.2,2026-06-24 11:05:30.481223
T1131,trenching,zone_a,68.7,46,rain,OP1009,novice,EXC001,5.5,27.0,41.7,2026-06-25 07:00:00.000000
T1132,grading,zone_a,141.3,95,rain,OP1007,expert,EXC001,5.5,55.3,66.3,2026-06-25 07:47:28.792011
T1133,trenching,zone_a,101.6,68,clear,OP1007,expert,EXC001,5.5,34.0,40.5,2026-06-25 09:05:40.622120
T1134,hauling,zone_a,88.0,59,clear,OP1008,expert,EXC001,5.5,29.5,72.1,2026-06-25 09:54:24.732730
T1135,excavation,zone_a,160.2,107,cloudy,OP1019,expert,EXC001,5.5,55.1,66.9,2026-06-25 11:14:59.192051
T1136,grading,zone_b,141.2,95,rain,OP1008,expert,EXC002,7.7,55.9,99.8,2026-06-25 07:00:00.000000
T1137,trenching,zone_b,121.4,81,clear,OP1004,intermediate,EXC002,7.7,40.5,91.7,2026-06-25 08:47:07.714335
T1138,excavation,zone_b,114.2,77,clear,OP1016,novice,EXC002,7.7,38.5,96.0,2026-06-25 10:26:08.842240
T1139,excavation,zone_b,213.6,143,clear,OP1003,expert,EXC002,7.7,71.5,119.6,2026-06-25 12:15:54.575901
T1140,excavation,zone_c,161.7,108,rain,OP1009,novice,EXC003,7.2,63.3,86.8,2026-06-25 07:00:00.000000
T1141,trenching,zone_c,62.0,42,clear,OP1013,intermediate,EXC003,7.2,21.0,30.9,2026-06-25 08:35:42.441297
T1142,hauling,zone_c,88.0,59,clear,OP1016,novice,EXC003,7.2,29.5,62.1,2026-06-25 09:21:34.080573
T1143,loading,zone_c,70.2,47,clear,OP1018,novice,EXC003,7.2,23.5,70.4,2026-06-25 10:29:11.886263
T1144,hauling,zone_c,64.5,43,cloudy,OP1004,intermediate,EXC003,7.2,22.1,45.3,2026-06-25 11:45:54.560540
T1145,grading,zone_c,122.6,82,clear,OP1013,intermediate,EXC003,7.2,41.0,57.2,2026-06-25 12:45:29.395697
T1146,excavation,zone_d,145.3,97,rain,OP1017,intermediate,EXC004,8.0,57.1,73.5,2026-06-25 07:00:00.000000
T1147,hauling,zone_d,55.1,37,clear,OP1012,expert,EXC004,8.0,18.5,67.2,2026-06-25 08:26:05.704482
T1148,loading,zone_d,110.4,74,clear,OP1009,novice,EXC004,8.0,37.0,92.8,2026-06-25 09:46:35.039031
T1149,excavation,zone_d,188.9,126,cloudy,OP1005,novice,EXC004,8.0,64.9,123.2,2026-06-25 11:27:52.063703
T1150,grading,zone_d,86.2,58,rain,OP1020,intermediate,EXC004,8.0,33.9,53.5,2026-06-25 13:43:41.664884
T1151,loading,zone_d,84.0,56,rain,OP1009,novice,EXC004,8.0,32.8,94.2,2026-06-25 14:42:13.734782
T1152,grading,zone_a,112.9,76,rain,OP1001,expert,EXC005,1.5,44.1,47.4,2026-06-25 07:00:00.000000
T1153,loading,zone_a,65.7,44,rain,OP1012,expert,EXC005,1.5,25.7,62.9,2026-06-25 07:57:51.860732
T1154,trenching,zone_a,124.0,83,clear,OP1004,intermediate,EXC005,1.5,41.5,55.2,2026-06-25 09:11:27.557696
T1155,grading,zone_a,85.2,57,clear,OP1007,expert,EXC005,1.5,28.5,35.4,2026-06-25 10:20:19.845948
